school_id,subcounty_id,county_id,school_name,level,enrolment
138,165,26,School_NNUBXC,Secondary,836
139,58,11,School_IKRHAE,Primary & Secondary,550
140,90,14,School_XUPBQE,Primary & Secondary,565
141,182,28,School_RSSJCD,Primary & Secondary,410
142,34,6,School_YCUNXJ,Primary,272
143,73,12,School_YGRUJD,Primary & Secondary,716
144,60,11,School_JHEQQJ,Primary,776
145,140,21,School_ZUROYT,Primary & Secondary,322
146,18,3,School_XVGMRA,TVET,217
147,189,29,School_ZQQLVY,Primary,60
148,240,36,School_TFYUJM,Secondary,585
149,263,42,School_JBIDSW,Primary & Secondary,519
150,37,7,School_YCSTLY,TVET,666
151,105,16,School_KNYOAJ,TVET,173
152,263,42,School_BCHVAO,Primary & Secondary,563
153,143,22,School_PBUORN,Secondary,262
154,177,27,School_FTVYZS,Primary & Secondary,254
155,203,30,School_UOBLSQ,TVET,729
156,176,27,School_KOKXCS,Primary,270
157,46,8,School_VXFZBI,Secondary,646
158,52,10,School_TBOBKD,Primary,173
159,18,3,School_DZTNGV,Secondary,928
160,291,47,School_PMDQDB,Primary & Secondary,176
161,260,41,School_GXORYI,Secondary,571
162,99,15,School_CWDBTJ,Primary & Secondary,180
163,132,19,School_MKXVKN,Primary,658
164,236,35,School_EGPFFS,Primary & Secondary,174
165,273,44,School_YUWSFG,Primary & Secondary,668
166,116,18,School_WFSOKT,Primary,529
167,71,12,School_HYRWKM,Primary & Secondary,764
168,82,13,School_TLQSYK,TVET,850
169,209,31,School_ZKDACK,Secondary,475
170,16,3,School_CRDCLE,Secondary,780
171,123,18,School_PAVQVL,Primary,509
172,125,18,School_JZXJYP,Primary & Secondary,530
173,93,14,School_YZIFYS,Primary,151
174,16,3,School_YXDPQA,Primary,459
175,106,16,School_RQDFAF,TVET,662
176,257,40,School_QPUALH,Primary & Secondary,993
177,208,31,School_QVIMBA,Primary,296
178,184,28,School_XFHWMY,Secondary,310
179,143,22,School_LJLBPB,Primary,210
180,282,46,School_IIUWCV,Primary,1011
181,280,45,School_FYYUXJ,TVET,163
182,270,43,School_IVYRQC,Primary,828
183,217,31,School_LZUWBE,Secondary,859
184,210,31,School_GKIUWJ,TVET,179
185,197,30,School_AGCNRS,Secondary,881
186,6,1,School_XGGBWN,TVET,634
187,239,36,School_QGTGOW,Secondary,363
188,152,23,School_TXWJMJ,TVET,114
189,227,33,School_ZGMDPB,Primary,450
190,1,1,School_HRVKZT,Primary & Secondary,707
191,244,37,School_MYKXEV,Primary,730
192,113,17,School_OSGDBA,Secondary,268
193,124,18,School_OXCBEK,TVET,407
194,76,13,School_ZCNMDI,Secondary,163
195,116,18,School_YAHFBO,TVET,913
196,200,30,School_CFCIPT,Primary & Secondary,374
197,98,15,School_KTSECT,Secondary,126
198,183,28,School_LZIKAK,TVET,335
199,252,39,School_DQWAOP,Primary & Secondary,281
200,54,10,School_MSGZAW,TVET,160
201,218,32,School_FREWCB,Secondary,724
202,195,30,School_UKAUGK,Secondary,300
203,54,10,School_QPODWH,TVET,308
204,238,36,School_MMZEGW,Primary,891
205,198,30,School_EPUGYI,Secondary,491
206,191,30,School_HIIWVQ,TVET,585
207,224,33,School_HHIVZD,TVET,135
208,216,31,School_MQYOPP,TVET,335
209,246,38,School_LKJFRH,Primary & Secondary,784
210,274,44,School_JETCBF,Primary,360
211,9,2,School_IMODBA,Primary & Secondary,482
212,161,25,School_SEYXBN,TVET,641
213,222,32,School_SRYFLX,TVET,637
214,234,35,School_UJIQBH,Primary & Secondary,893
215,85,13,School_PQPAXN,Secondary,574
216,111,17,School_LAPKNV,TVET,406
217,169,26,School_BUDHAW,TVET,440
218,147,22,School_CFYNKA,Secondary,326
219,203,30,School_VRSMLG,Primary & Secondary,294
220,218,32,School_WVEZBG,Primary,126
221,225,33,School_LWOWAF,TVET,946
222,153,23,School_QDWUQU,Secondary,245
223,33,6,School_NYDQMC,TVET,211
224,5,1,School_EQDHJV,Primary & Secondary,631
225,87,13,School_WSQKPO,Primary & Secondary,527
226,67,11,School_SUILEH,TVET,636
227,226,33,School_ISEHRQ,TVET,472
228,150,23,School_AZYGYT,Secondary,575
229,8,2,School_BODUXV,Secondary,335
230,246,38,School_IIPRJI,Secondary,513
231,177,27,School_ZZYHTH,TVET,389
232,88,14,School_QRKPNE,Secondary,20
233,212,31,School_EVLLOM,Primary,645
234,48,8,School_LLXKOA,Secondary,129
235,139,21,School_NANPSE,TVET,607
236,55,10,School_PDEYZR,Secondary,378
237,36,7,School_HXSOXO,Primary,800
238,138,20,School_IKUCVQ,Secondary,334
239,127,18,School_BTURFQ,TVET,424
240,201,30,School_HNYIGW,Secondary,944
241,97,15,School_BWDZHB,Secondary,923
242,35,7,School_EJFTRJ,Secondary,20
243,257,40,School_EXUFXR,TVET,469
244,64,11,School_NGJGND,TVET,470
245,166,26,School_NKMFCU,Primary & Secondary,697
246,65,11,School_MIICLL,Primary & Secondary,606
247,54,10,School_UYQVAR,Primary & Secondary,840
248,20,3,School_MRVXIG,Primary & Secondary,175
249,73,12,School_DFDSIY,Primary & Secondary,496
250,156,24,School_BDMILB,Primary,343
251,138,20,School_YSAFFF,Primary & Secondary,347
252,211,31,School_QZGOIH,Primary,204
253,273,44,School_IFUWIL,Secondary,819
254,61,11,School_QRLLAT,Primary,210
255,44,8,School_MKBRWF,Primary & Secondary,714
256,238,36,School_FYOQSQ,Secondary,89
257,256,40,School_MWGBNL,TVET,735
258,175,27,School_UKTJWE,Secondary,753
259,82,13,School_NQVRTU,Primary,506
260,7,2,School_KOITAA,Primary,632
261,83,13,School_VMNNXT,Secondary,585
262,289,47,School_NPCCOF,Primary,417
263,72,12,School_SZTMLZ,TVET,1167
264,171,26,School_HGBDQX,Primary,81
265,17,3,School_LBJATK,Primary,1020
266,238,36,School_VFXTXV,Primary,354
267,1,1,School_LTRYSH,TVET,20
268,187,29,School_CBNKUA,Primary,387
269,226,33,School_CUMFCN,Secondary,39
270,19,3,School_HLQDVC,Primary & Secondary,736
271,35,7,School_QYZJBT,Primary & Secondary,504
272,146,22,School_OLURXT,TVET,190
273,292,47,School_XCDLAJ,Primary,106
274,204,30,School_JEQTWU,Secondary,215
275,104,16,School_KLDEJL,Primary & Secondary,436
276,236,35,School_TBUCTL,TVET,781
277,275,44,School_YMCBSZ,Secondary,161
278,186,29,School_WJRNFF,Primary,228
279,116,18,School_TXXGHQ,Primary & Secondary,186
280,189,29,School_VMFUNO,Secondary,297
281,193,30,School_OXMWEP,Secondary,482
282,191,30,School_XFZJFI,Primary & Secondary,144
283,276,44,School_MPRURG,Secondary,146
284,61,11,School_JTCHQM,Secondary,369
285,32,6,School_PQBEBC,Primary & Secondary,1137
286,97,15,School_AUVSAA,Secondary,474
287,71,12,School_KJWHSC,Secondary,369
288,128,18,School_SLJPZO,Primary & Secondary,340
289,117,18,School_IGXFSJ,TVET,527
290,204,30,School_QOTOIE,Primary,371
291,98,15,School_ILSBJH,TVET,430
292,236,35,School_ARYVCJ,Secondary,20
293,123,18,School_ERIHLF,TVET,1172
294,11,2,School_LOVYGP,Primary,427
295,180,28,School_BRBAFC,Secondary,63
296,238,36,School_DFVDOZ,Primary,468
297,262,42,School_FHTXFS,TVET,478
298,153,23,School_IANBRS,Primary,319
299,199,30,School_TFJHTR,Primary,456
300,201,30,School_OJXYMC,Primary,665
301,7,2,School_MGJBBR,Primary & Secondary,124
302,192,30,School_SKINAL,Primary,191
303,197,30,School_UKRJBH,Secondary,1060
304,46,8,School_ZZREHN,Primary & Secondary,766
305,267,43,School_BFIFAN,Primary & Secondary,532
306,21,4,School_WLNLTK,TVET,588
307,274,44,School_LYTEJK,Primary & Secondary,154
308,255,40,School_CWJVGI,Secondary,285
309,214,31,School_KJLMQN,TVET,735
310,291,47,School_WCPEZA,Secondary,347
311,22,4,School_OLELTN,Primary,182
312,215,31,School_VEWUPG,Primary,381
313,208,31,School_QJVWEL,Primary & Secondary,20
314,221,32,School_DYGFFZ,Secondary,387
315,113,17,School_BLMBQV,TVET,743
316,12,3,School_HVMHOW,Primary & Secondary,319
317,117,18,School_OTHMYV,TVET,636
318,86,13,School_RHAYTM,Primary & Secondary,624
319,242,36,School_TFPRBY,TVET,558
320,62,11,School_JRSAVK,Primary & Secondary,814
321,1,1,School_ODTIZS,TVET,500
322,76,13,School_CYBUHY,Secondary,463
323,28,5,School_CMXOPT,Primary,491
324,256,40,School_MPFKSG,TVET,507
325,155,24,School_GZNVKB,Primary & Secondary,647
326,107,16,School_SAPPRA,Primary & Secondary,137
327,222,32,School_QPBTNQ,Secondary,333
328,195,30,School_HRFVME,Secondary,546
329,252,39,School_DEULWX,Primary,536
330,179,27,School_PBYBRV,Primary,125
331,183,28,School_AHHYPV,Secondary,749
332,177,27,School_AGOFQW,Primary,1120
333,273,44,School_PGCKZB,Primary & Secondary,266
334,217,31,School_RMGZYU,Primary,449
335,11,2,School_CBBWQA,TVET,642
336,53,10,School_KEMVYQ,Secondary,588
337,210,31,School_VBHILS,Primary,663
338,86,13,School_YPQAEK,Primary & Secondary,619
339,127,18,School_RAGAWJ,Primary & Secondary,705
340,9,2,School_YJZIYK,Secondary,956
341,169,26,School_XAFDLY,Primary & Secondary,760
342,255,40,School_FCQJFV,Primary,391
343,245,37,School_MSDQRU,Primary & Secondary,384
344,198,30,School_AQBCAP,Primary & Secondary,20
345,252,39,School_PYNSXG,Secondary,788
346,214,31,School_UHKESO,Primary,440
347,79,13,School_LVIQEB,Secondary,600
348,84,13,School_COQXYM,Primary,467
349,145,22,School_ITASII,TVET,370
350,219,32,School_ZOUTVI,Primary & Secondary,416
351,63,11,School_HBJRMQ,Primary & Secondary,484
352,172,26,School_RPYOMF,Primary & Secondary,526
353,27,5,School_TFPCKW,Primary,281
354,36,7,School_BKHEPU,Secondary,839
355,264,42,School_VZGYMZ,TVET,909
356,52,10,School_HEQTKV,TVET,1178
357,184,28,School_UGEFNB,Primary,539
358,218,32,School_OEKYIX,TVET,20
359,252,39,School_DOAKFI,Primary,389
360,211,31,School_HOZIDU,TVET,809
361,62,11,School_CYQTSO,Secondary,235
362,218,32,School_FVBLZR,TVET,787
363,72,12,School_MUEFLI,Primary,385
364,174,27,School_NPNXSK,Secondary,201
365,209,31,School_LLDTYK,Secondary,425
366,117,18,School_JCYNGO,Secondary,20
367,206,30,School_WLJQLN,Primary,354
368,132,19,School_DFYOKG,Primary & Secondary,610
369,96,15,School_ELGPRE,TVET,907
370,251,38,School_NGTJLT,Secondary,733
371,167,26,School_LPBBDJ,Primary,318
372,120,18,School_PUYQGR,Primary & Secondary,483
373,54,10,School_LRMMHH,TVET,746
374,251,38,School_YBZAVR,Primary & Secondary,806
375,32,6,School_PCRKOS,Secondary,669
376,265,42,School_ZYAERS,Primary & Secondary,511
377,58,11,School_FYHFUP,Secondary,773
378,254,39,School_ATQUDF,Primary & Secondary,1412
379,215,31,School_WLCIUO,Primary,529
380,4,1,School_PSSXEN,TVET,352
381,92,14,School_CRIROI,TVET,1034
382,210,31,School_CYNELL,Primary,563
383,4,1,School_NSPRRJ,TVET,615
384,63,11,School_GOFFHU,Primary & Secondary,111
385,42,8,School_ZOADJN,TVET,542
386,11,2,School_IXWRIQ,Secondary,477
387,244,37,School_QXTBKA,Primary & Secondary,440
388,148,23,School_QNPQMO,Primary & Secondary,596
389,117,18,School_UYPFEL,Primary,307
390,67,11,School_PREIXQ,Primary & Secondary,350
391,4,1,School_ZAWFHJ,Secondary,478
392,30,5,School_KEFOYM,TVET,567
393,226,33,School_KYTBPC,Primary,627
394,171,26,School_GXWREY,Primary & Secondary,516
395,169,26,School_WLUULT,Primary & Secondary,251
396,31,6,School_BVHPKX,Primary & Secondary,845
397,271,43,School_BSQRMF,Primary & Secondary,624
398,180,28,School_EVTYEV,Primary & Secondary,234
399,205,30,School_BFFBWW,Secondary,321
400,42,8,School_EDZATT,Primary,629
401,128,18,School_IJKJBQ,Primary & Secondary,710
402,267,43,School_IQORSI,TVET,214
403,174,27,School_YWUTJP,Primary,638
404,233,35,School_WNRUDO,Secondary,576
405,197,30,School_ADNUAJ,Primary & Secondary,545
406,288,47,School_JOHMBA,Primary & Secondary,757
407,211,31,School_RNLVRL,Secondary,814
408,115,18,School_NIODHT,Primary & Secondary,493
409,242,36,School_IXOOHI,Secondary,680
410,20,3,School_FPBXUO,TVET,564
411,65,11,School_PRVWRH,TVET,425
412,123,18,School_RZEDQT,TVET,180
413,270,43,School_GSXVDB,Primary & Secondary,869
414,160,25,School_XKYXYW,Primary & Secondary,352
415,39,7,School_XVJASO,TVET,533
416,168,26,School_XVHUNF,Primary,757
417,21,4,School_RBLDPL,Secondary,20
418,139,21,School_HJQMMQ,Primary & Secondary,728
419,20,3,School_DFQKPS,Secondary,705
420,165,26,School_IBVFWU,Primary,287
421,208,31,School_AIPEWA,TVET,307
422,99,15,School_GEJIGM,TVET,320
423,243,37,School_JISUWV,Primary & Secondary,645
424,263,42,School_QOBAOY,Primary,195
425,95,15,School_QYXAWS,TVET,427
426,102,16,School_VCKZJQ,Primary,408
427,31,6,School_ZRFVNQ,Primary & Secondary,272
428,89,14,School_NQDQZQ,Primary,345
429,1,1,School_LHEUJB,Primary & Secondary,291
430,246,38,School_NHRDHQ,Primary,650
431,88,14,School_KZNXZY,TVET,1018
432,123,18,School_KRVWLV,Primary & Secondary,481
433,267,43,School_JFKLIH,Primary & Secondary,209
434,210,31,School_CRTIMT,TVET,465
435,59,11,School_ZJSVYY,Primary,579
436,82,13,School_JKVLMG,Primary & Secondary,168
437,143,22,School_PFXNUK,Secondary,654
438,31,6,School_VGJQNA,Primary,799
439,41,8,School_UMYQCE,Primary,758
440,94,14,School_EIGPVP,Secondary,714
441,60,11,School_GGQARN,Primary,167
442,13,3,School_WQUZQW,Secondary,20
443,135,20,School_QYHYCB,Primary,515
444,144,22,School_GUJPBM,Primary,127
445,189,29,School_YNGPRH,Primary & Secondary,762
446,15,3,School_ALVQFV,TVET,248
447,150,23,School_HWLWEF,Primary & Secondary,638
448,56,10,School_LTRGYL,Primary,1059
449,108,17,School_REAGOX,TVET,347
450,155,24,School_PCITVD,TVET,20
451,136,20,School_NTFGFM,Primary & Secondary,315
452,139,21,School_TGDWJK,Primary,615
453,161,25,School_FIHEOB,TVET,789
454,189,29,School_TXRIEM,Primary & Secondary,1023
455,8,2,School_ZKCWLJ,Secondary,331
456,143,22,School_XGUOZP,Secondary,534
457,187,29,School_MIODPI,Secondary,850
458,125,18,School_FSUUQX,Primary,253
459,203,30,School_LDBQQI,Primary & Secondary,244
460,111,17,School_VWSQWN,Secondary,616
461,151,23,School_AKBDFQ,TVET,530
462,131,19,School_KGPXLG,Primary,562
463,218,32,School_EISAEO,Secondary,486
464,89,14,School_AEEOLM,Secondary,20
465,156,24,School_QNQKQA,Primary,721
466,90,14,School_CQLVXC,Primary & Secondary,798
467,20,3,School_JTZYBL,TVET,503
468,276,44,School_YDHNSX,Primary,20
469,141,22,School_QOHTYN,Secondary,645
470,190,30,School_VNMSLN,Secondary,362
471,237,35,School_URYACF,TVET,300
472,275,44,School_UFYDSE,Secondary,20
473,25,4,School_GVXXBA,Primary & Secondary,20
474,266,42,School_FWWAHQ,Primary & Secondary,233
475,183,28,School_HQTVOW,TVET,1086
476,185,29,School_DKWFEM,TVET,443
477,198,30,School_JLNPIZ,Secondary,336
478,15,3,School_ASNUUF,Primary,435
479,208,31,School_TPVDUD,Primary & Secondary,75
480,153,23,School_HQXXUS,Primary & Secondary,274
481,69,11,School_RUDUXM,Secondary,206
482,44,8,School_ZLCQKJ,Primary,709
483,170,26,School_WXWMDE,Primary & Secondary,634
484,159,24,School_SEYEFN,Secondary,667
485,140,21,School_MHXTTO,TVET,20
486,192,30,School_XUHAND,TVET,391
487,14,3,School_HFKJSG,Primary,451
488,74,12,School_QDAZQV,Primary,683
489,291,47,School_WVJEIY,Primary,532
490,172,26,School_QCDIQQ,Secondary,630
491,280,45,School_EFKSPH,Primary & Secondary,332
492,106,16,School_CHSWDD,Primary & Secondary,617
493,179,27,School_NOAKBI,Secondary,391
494,227,33,School_CIYZGW,Secondary,262
495,121,18,School_QMDLZB,Primary,238
496,126,18,School_DNATRH,TVET,733
497,182,28,School_MDFAYL,Primary,1478
498,202,30,School_WDBTKL,TVET,197
499,133,19,School_NBBAWN,Primary & Secondary,216
500,9,2,School_BULLBZ,Primary,679
501,30,5,School_WXDTYT,Secondary,533
502,96,15,School_UWNBME,Primary,1188
503,104,16,School_XCHBIC,TVET,740
504,50,9,School_NRVAQY,Primary & Secondary,491
505,262,42,School_FHJCDB,Secondary,385
506,96,15,School_VNNKCQ,Primary & Secondary,880
507,47,8,School_OFYOGB,TVET,939
508,134,20,School_BOGGDZ,Primary,200
509,215,31,School_VZWATA,Secondary,285
510,101,16,School_RCQOFL,Primary & Secondary,353
511,94,14,School_AZSIDK,Primary,20
512,277,45,School_BMLHBP,Primary,413
513,50,9,School_HQIZSQ,Secondary,309
514,173,27,School_BXMCOZ,Primary & Secondary,662
515,193,30,School_MFCVYD,Secondary,180
516,203,30,School_KEBWBQ,Primary,763
517,151,23,School_MHPSXM,Primary & Secondary,495
518,231,34,School_JSGKIN,TVET,289
519,271,43,School_RDCFYF,Primary,755
520,69,11,School_TPALDL,Primary,524
521,30,5,School_KNLWRU,TVET,883
522,51,9,School_LIQIRO,Primary & Secondary,543
523,100,16,School_NKGZGG,Secondary,434
524,139,21,School_VUQTZL,Primary & Secondary,624
525,119,18,School_KTAHXF,Primary & Secondary,224
526,163,25,School_IYYFVS,Primary & Secondary,816
527,146,22,School_KXMWSI,Secondary,91
528,76,13,School_DQIZUL,Primary,686
529,138,20,School_AMUGGW,TVET,695
530,202,30,School_ELZLSA,TVET,297
531,75,12,School_NYEVBP,Primary,623
532,72,12,School_WKQFIU,Primary & Secondary,505
533,285,46,School_ZVSYBX,Secondary,31
534,155,24,School_BTLEHY,Primary,333
535,286,46,School_ITCQIQ,Secondary,465
536,134,20,School_FOGCAK,Primary & Secondary,748
537,69,11,School_PIANQS,Secondary,415
538,78,13,School_KSNSYM,Primary & Secondary,252
539,133,19,School_NWSOQM,Primary,465
540,153,23,School_VPXHBL,Primary & Secondary,671
541,31,6,School_JMBDPJ,TVET,922
542,56,10,School_KLTXPL,Primary & Secondary,322
543,206,30,School_RKBQFF,Primary,634
544,115,18,School_FOQFVR,Primary,652
545,225,33,School_ABQFTB,Secondary,807
546,132,19,School_KFTNKQ,TVET,148
547,49,9,School_JVHQAZ,Secondary,361
548,48,8,School_NREVPL,Secondary,617
549,233,35,School_DEDAYQ,TVET,246
550,113,17,School_OXEEUF,Primary & Secondary,596
551,267,43,School_QAZCQY,TVET,525
552,84,13,School_JMTRMQ,Secondary,364
553,244,37,School_BPGCKB,TVET,699
554,99,15,School_CCAWRS,Primary & Secondary,59
555,73,12,School_KTHAXC,Secondary,64
556,222,32,School_OLJFIY,TVET,479
557,290,47,School_RYZIAO,TVET,523
558,199,30,School_USFYJQ,Secondary,1065
559,41,8,School_KCMEOQ,Primary & Secondary,510
560,2,1,School_FLZDFB,Primary,248
561,231,34,School_WLAWGO,TVET,335
562,65,11,School_FKYCZD,Primary & Secondary,481
563,211,31,School_EOTYYL,TVET,299
564,79,13,School_RWCAND,Primary & Secondary,388
565,264,42,School_SMNSAE,Secondary,464
566,102,16,School_YHNCPR,Primary & Secondary,636
567,253,39,School_IDJPPB,Secondary,846
568,181,28,School_OLBFVU,Primary,739
569,35,7,School_IOVRBI,Primary & Secondary,195
570,148,23,School_DKVSVZ,Primary & Secondary,313
571,288,47,School_WYMWIR,Secondary,580
572,125,18,School_BOMGBI,Primary & Secondary,702
573,186,29,School_IBGXYD,Primary,324
574,70,12,School_AIJSSJ,TVET,500
575,214,31,School_QQVCTY,Secondary,476
576,180,28,School_SKCTTB,Primary,142
577,289,47,School_SLLNPU,Primary,165
578,161,25,School_VGRZYF,Primary,482
579,223,33,School_YLXTSQ,Secondary,171
580,250,38,School_QHRXRR,Primary,335
581,49,9,School_WVYBYA,TVET,245
582,181,28,School_OLNKBR,Secondary,297
583,205,30,School_HWYQEZ,Primary & Secondary,20
584,148,23,School_YKEIYS,Primary & Secondary,606
585,261,41,School_WAGFIQ,Primary,693
586,149,23,School_FETQGS,Secondary,510
587,216,31,School_DZFJLE,TVET,444
588,107,16,School_IGOZEQ,Primary,484
589,150,23,School_SWFRQG,Secondary,516
590,99,15,School_AAQBKK,Primary & Secondary,348
591,262,42,School_WGRFIB,Primary,104
592,141,22,School_FKJVRK,Secondary,641
593,226,33,School_DAPSUX,TVET,862
594,30,5,School_ZZZJZD,Primary & Secondary,122
595,7,2,School_GPUWEW,Secondary,369
596,159,24,School_GZLAOS,TVET,61
597,1,1,School_BKYQDX,Primary & Secondary,598
598,133,19,School_DYNBBX,Primary & Secondary,245
599,282,46,School_IVUFIU,Secondary,180
600,8,2,School_QITNOG,Primary & Secondary,349
601,122,18,School_PNPVUK,Primary & Secondary,466
602,197,30,School_YPERVO,TVET,20
603,221,32,School_QGKAWP,Primary & Secondary,245
604,220,32,School_IVGDQH,Primary & Secondary,184
605,144,22,School_LPAUGF,Primary,597
606,271,43,School_PENVXS,TVET,469
607,70,12,School_YQYPTU,Primary & Secondary,811
608,254,39,School_DQYZLO,Primary & Secondary,609
609,226,33,School_GWAIYV,Secondary,284
610,88,14,School_ZKYFLM,Secondary,871
611,288,47,School_UDILLF,Secondary,269
612,58,11,School_WAOYIY,TVET,382
613,208,31,School_UDTXSR,TVET,630
614,88,14,School_TQBUDG,Primary & Secondary,518
615,192,30,School_ZICRBW,Primary,832
